,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
4965,"March 06, 2018",1451,"Latakia, Syria",Military - Russian Air Force,?,Kuweires Air Base - Latakia-Khmeimim Air Base,Antonov An-26,RF-92955/52,10107,39,33,6,39,33,6,0,"While on approach to Latakia-Khmeimim Air Base, the military transport plane crashed 1,600 feet short of the runway. The aircraft approached with a tail wind and was caught by a windshear on finals."
4966,"March 11, 2018",1908,"New York, New York",Liberty Helicopters,?,Sightseeing,Eurocopter AS 350B2,N350LH,7654,6,5,1,5,5,0,0,The sightseeing helicopter suddenly lost power and crashed in the East River. Two passengers were killed. Three other passengers later died in the hospital.
4967,"March 11, 2018",1809,"81 miles SW o fShahre Kurd, Iran",Mc Aviation,?,Sharjar - Istanbul,Canadair CL-600-2B16 Challenger 604,TC-TRB,5494,11,8,3,11,8,3,0,"While enr oute, the aiircraft impacted the side of a mountain. Before reaching altitude, the left and right airspeed indicators began to diverge by more than 10 knots. The left  airspeed indicator showed an increase while the right hand airspeed indicator showed a decrease. Insufficient operational prerequisites for the management of erratic airspeed indication by the cockpit crew."
4968,"March 12, 2018",1415,"Kathmandu, Nepal",US-Bangla Airlines,221,Dhaka - Kathmandu,de Havilland Canada DHC-8-402Q Dash 8,S2-AGU,BS4041,71,67,4,51,47,4,0,"After getting clearance to land, the aircraft was observed flying low. Soon after, the plane impacted terrain and caught fire. The cause of the accident was due to disorientation and complete loss of situational awareness of the crew."
4969,"April 11, 2018",0800,"Boufarik AB, Algeria",Military - Algerian Air Force,?,Boufarik AB - Bechar - Tindouf,Ilyushin 76-TD,7T-WIP,1043419636,257,247,10,257,247,10,0,The Algerian military plane crashed soon after takeoff in a field and burst into flames. The plane was totally destroyed.
4970,"April 17, 2018",1004,"NW of Philadelphia, Pennsylvania",Southwest Airlines,1380,New York - Dallas,Boeing 737-7H4,N722SW,27880/601,149,144,5,1,1,0,0,"While climbing to FL320, the No. 1 engine suffered an uncontained catastrophic failure. Shrapnel struck and broke a window which resulted in explosive decompression. A woman passenger sitting in the window seat was partially sucked out of the window. Passengers were able to pull her back in the cabin but she was reported in cardiac arrest and soon after died. The crew declared an emergency and landed safely at Philadelphia airport. The accident was caused by a low cycle fatigue crack in the dovetail of fan blade No.13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality."
4971,"May 02, 2018",1130,"Port Wentworth, Georgia",Military - US Air Force,?,Savannah - Tuscon,Lockheed HC-130H Hercules,65-0968,382-4110,9,0,9,9,0,9,0,"A Porto Rico Air National Guard plane crashed onto a highway shortly after taking off from Savannah/Hilton International Airport. The aircraft went into a left bank and crashed to the ground. It was flying to Tucson where it was to be decommissioned. The aircraft was over 50 years old. The pilot's improper application of left rudder, which resulted in a subsequent skid below three-engine minimum controllable airspeed, a left-wing stall."
4972,"May 18, 2018",1208,"Havana, Cuba",Cubana (leased from Global Air),972,Havana- Holguin,Boeing 737-201,XA-UHZ,21816/592,113,107,6,112,106,6,0,"After taking off from runway 06 at Havana-José Martí Airport and while in the initial climb, the airliner initiated a right turn and then descended until it struck power lines and a railway track before disintegrating in a wooded area. The actions of the crew and their errors in the weight and balance calculations, which led to the loss of control and collapse of the aircraft during the takeoff stage."
4973,"June 05, 2018",1702,"Near Njabini, Kenya",Fly SAX,?,Kitale - Nairobi,Cessna 208B Grand Carivan,5Y-CAC,208B0525,10,8,2,10,8,2,0,"While en route, the aircraft impacted a mountainside. The flight crew's inadequate flight planning and the decision to fly instrument flight rules (IFR) at an altitude below the published Minimum Sector Altitude and their failure to perform an immediate escape maneuver following TAWS alert, which resulted in controlled flight into terrain."
4974,"July 10, 2018",0744,"Pretoria, South Africa",Rovos Air,?,Test Flight,Convair CV-340,ZS-BRV,215,19,16,3,1,0,1,1,"Shortly after takeoff from runway 29, the left engine failed and the crew was unable to gain sufficient height. The captain was cleared to make an emergency landing. While approaching runway 29 from the east, the airplane went out of control, struck the roof of a building and crashed in a field located about 6 km southeast of the airport. The flight engineer was killed along with a person on the ground."
4975,"August 04, 2018",1655,"Flims, Switzerland",Ju Air,?,Locorno - Dubendorf,Junkers JU-52,HB-HOT,6595,20,17,3,20,17,3,1,"The vintage aircraft crashed onto Piz Segnas mountain while on a sightseeing flight. The plane plunged almost vertically at high speed and crashed at an elevation of 8,000 ft."
4976,"September 17, 2018",2207,"Near Latakia-Khmeimim Air Base, Iran",Military - Russian Air Force,?,Training,Ilyushin Il-20M,RF-93610,173011504,15,0,15,15,0,15,0,Crashed into the sea. Hit by a surface-to-air missile from Syrian ground forces.
4977,"September 28, 2018",1010,"Chuuk, Micronesia",Air Niugini,?,Pohnpei - Chuuk,Boeing 737-8BK,P2-PXE,33024/1688,47,35,12,1,1,0,0,"The aircraft was approaching for a landing at Chuuk/Weno Airport in rain when it landed in a lagoon 500 feet short of the runway. A passenger was found in the plane 3 days after the accident. The flight crew did not comply with Air Niugini Standard Operating Procedures Manual (SOPM) and the approach and pre-landing checklists. The flight crew heard, but disregarded, aural alerts (Glideslope and Sink Rate)."
4978,"October 29, 2018",0631,"Off Jakarta, Indonesia",Lion Air,610,Jakarta - Pangkal Pinang,Boeing 737-MAX 8,PK-LQP,43000/7058,189,181,8,189,181,8,0,"The airliner crashed into the Jakarta Sea, 13 minutes after taking off from Soekarno-Hatta International Airport. It was on a short 1 hour flight to Pangkal Pinang. After taking off from runway 25L, the aircraft made a climbing left-hand turn after which the crew radioed a request to return too the airport. The aircraft then showed an erratic pattern of flight and began losing altitude until it crashed into the sea, 9 miles off the Jakarta coast. It was reported the plane had problems the night before on a flight from Denpasar to Jakarta.  It was found that there is a potential for repeated automatic nose-down trim commands of the horizontal stabilizer when the flight control system on a Boeing 737 MAX aircraft receives an erroneously high single AOA sensor input."
4979,"November 06, 2018",0253,"Georgetown, Guyana",Fly Jamaica Airways,?,Georgetown - Toronto,Boeing 757-N23,N524AT,30233/895,128,120,8,1,1,0,0,"After taking off and reaching FL200, the crew reported a hydraulic problem and circled back to Georgetown Airport. The aircraft touched down on runway 06 but went off the runway and came to rest against the airport perimeter fence. Six people were injured. One person died of their injuries several days later."
4980,"January 14, 2019",0830,"Karaj, Iran",Saha Air,?,Bishkek - Payam,Boeing 707-3J9C,EP-CPP,21128/917,16,13,3,15,13,2,0,"The cargo plane was operated by the Iranian Air Force. The plane was to land on runway 30 at Payham Airport but instead landed on runway 31L at Fat'h Airport. Runway 30 is more than twice as long as runway 31L.The plane went off the runway, smashed through an airport wall separating the airport from a residential neighborhood, broke up and caught fire. Only the fight engineer survived."
4981,"February 23, 2019",1245,"Houston, Texas",Atlas Air serving Amazon,3591,Miami - Houston,Boeing 767-375ER,N1217A,25865,3,0,3,3,0,3,0,"ATC lost radar contact with the cargo jet when it was 30 miles southeast of George Bush International Airport. The plane crashed into Trinity Bay and broke apart in muddy water about 5 feet deep.  The probable cause of this accident was the inappropriate response by the first officer as the pilot flying to an inadvertent activation of the go-around mode, which led to his spatial disorientation and nose-down control inputs that placed the airplane in a steep descent from which the crew did not recover. Contributing to the accident was the captain’s failure to adequately monitor the airplane’s flightpath and assume positive control of the airplane to effectively intervene. Also contributing were systemic deficiencies in the aviation industry’s selection and performance measurement practices, which failed to address the first officer’s aptitude-related deficiencies and maladaptive stress response. Also contributing to the accident was the Federal Aviation Administration’s failure to implement the pilot records database in a sufficiently robust and timely manner."
4982,"March 09, 2019",1040,"Vereda La Bendicion, Colombia",Laser Aereo Colombia,?,San Jose - Villavicencio,Douglas DC-3,HK-2494,:33105/16357,14,11,3,14,11,3,0,"While on approach to land, the crew contacted ATC and declared an emergency after which the airplane crashed in flames in a palm grove, 35 km south of La Vanguardia Airport. The crew reported engine problems."
4983,"March 10, 2019",0844,"Bishoftu, Ethiopia",Ethiopian Airlines,302,Addis Ababa - Nairobi,Boeing 737 Max 8,ET-AVJ,63450/7243,157,149,8,157,149,8,0,"The internationally scheduled airliner crashed 6 minutes after taking off from Addis Ababa-Bole Airport. The pilot sent out a distress call and was given clearance to return to the airport. The crash site, some 31 miles southeast of the airport, contained a smoky crater with small pieces of wreckage. The accident might have been related to a software error on he Max 8.."
4984,"April 16, 2019",1100,"Puerto Montt, Chile",Archipelagos Service Aereos,?,Puerto Montt - Ayacara,Pilatus-Britten Norman BN-2B-27 Islander,CC-CYR,2169,6,5,1,6,5,1,0,"While the aircraft was in the initial climb, plane lost height and crashed in flames into a house located in a residential area about 400 meters from the airfield."
4985,"May 05, 2019",1830,"Near Monclava, Mexico",TVPX Aircraft Solutions,?,Las Vegas - Monterrey,Canadair CL-600-2B16-Challenger,N601VH,5043,13,11,2,13,11,2,0,"The aircraft crashed while en route on a return trip from Las Vegas to Monterrey, Mexico."
4986,"May 05, 2019",1830,"Moscow, Russia",Aeroflot Russian International Airlines,?,Moscow - Murmansk,Sukhoi Superjet-100-95B,RA-89098,95135,78,73,5,41,40,1,0,"Forty-five minutes after taking off from Moscow's Sheremetyevo Airport, the plane returned to make an emergency landing. About 16-21nm west of Sheremetyevo Airport there was a thunderstorm. The aircraft was climbing through 7,900 feet when an electrical failure occurred, the flight control system degraded to ""DIRECT MODE"", the autopilot automatically disconnected; the aircraft was in the middle of thunderstorm activity. The captain assumed manual control of the aircraft until the end of the flight. The crew decided to return to Sheremetyevo and performed a manual ILS approach to runway 24L. At the time the aircraft intercepted the glideslope the aircraft’s mass was above the maximum landing weight. The crew deployed the flaps to 25 degrees in accordance with the flight crew operating manual for flight with minimum mode (DIRECT MODE) of the FCS as well as landing above MLW. At 15:26Z the crew set the emergency transponder code. Vapp was determined to be 155 KIAS, the descent on the glideslope was stabilised and without any deviation from Vapp. Descending between 1,100 and 900 feet the crew received 5 cycles of predictive windshear warnings. Descending through 260 feet AGL the aircraft began to deviate below the glide slope, a ‘GLIDESLOPE’ warning occurred. Descending between 180 to 40 feet the engine thrust was increased causing the aircraft to accelerate to 164 knots. At 16 feet AGL the speed was 170 KIAS. A Terrain Awareness Warning System aural signal ‘Retard’ occurred. The engine thrust was reduced to idle. At that point the captain began to apply oscillating pitch inputs with increasing amplitude which changed the pitch angle up to +6 and -2 degrees. The aircraft made a ""three point"" touchdown 900 meters past the runway threshold at 158 KIAS and a vertical load of +2.55G and bounced up to 6 feet AGL. The spoilers did not deploy. In DIRECT MODE they are not permitted to operate automatically and need to be extended manually, however the spoilers were not manually extended by the crew. Two seconds after the first touchdown the aircraft touched down a second time with the nose gear first at 155 KIAS and +5.85G. The aircraft bounced off again to 18 feet AGL. A third touchdown occurred at 140 KIAS in excess of +5G resulting in the destruction of the construction, a fuel spill and fire."
